# CORPUS CÂU MIX — sinh bằng scripts/voice/gen-mix.py (đừng sửa tay: sửa CLAUSES trong script).
# Cột: ids(phẩy, đúng thứ tự) | text
win_rr,defrost,sunroof	mở kính sau phải và bật sấy kính trước sau đó mở cửa sổ trời
recirc,fan,win_lf	lấy gió trong và giảm gió mở kính bên lái
fan,win_half_lf,defrost	giảm gió rồi mở nửa kính lái rồi bật sấy kính
temp,defrost,win_rr	đặt nhiệt độ 24 độ sau đó bật sấy kính mở kính sau phải
win_lr,sunroof,ac_auto	mở kính sau trái đóng cửa sổ trời tắt điều hoà
fan,headl,recirc	giảm gió và tắt đèn pha, lấy gió ngoài
win_lf,win_lr,trunk	hạ kính trước trái, mở kính sau trái mở cốp
pm25,defrost,recirc	tắt lọc bụi xong bật sấy kính lấy gió ngoài
fan,win_rf,windows_all	giảm gió hạ kính phụ rồi mở tất cả kính
fan,headl,defrost	giảm gió xong tắt đèn pha, tắt sấy kính
headl,temp,win_rr	tắt đèn pha rồi chỉnh nhiệt độ 22 độ rồi mở kính sau phải
win_lr,recirc,win_half_lf	mở kính sau trái rồi lấy gió trong mở nửa kính lái
ac_auto,readl,win_rr	bật máy lạnh và bật đèn trần, mở kính sau phải
trunk,win_rr,temp	đóng cốp xong mở kính sau phải chỉnh nhiệt độ 22 độ
defrost_rear,trunk,windows_all	bật sấy kính sau mở cốp sau xong mở tất cả kính
defrost,fan,win_rf	tắt sấy kính, tăng gió hạ kiếng phải
pm25,win_lr,readl	bật lọc bụi sau đó mở kính sau trái rồi bật đèn đọc
trunk,temp,win_lr	mở cốp sau, đặt nhiệt độ 24 độ sau đó mở kính sau trái
fan,pm25,windows_all	giảm gió rồi bật lọc bụi rồi mở tất cả kính
cam,defrost,trunk	bật camera 360 xong bật sấy kính trước và đóng cốp
cam,temp,win_lr	mở camera rồi đặt nhiệt độ 24 độ rồi mở kính sau trái
fan,cam,trunk	giảm gió mở camera sau đó mở cốp sau
win_rf,win_half_lf,defrost	mở kính trước phải rồi mở nửa kính lái, tắt sấy kính
pm25,win_half_lf,win_rr	tắt lọc bụi rồi mở nửa kính lái mở kính sau phải
win_lf,temp,cam	hạ kiếng trái và chỉnh nhiệt độ 22 độ và mở camera
win_rr,drl,cam	mở kính sau phải sau đó bật đèn ban ngày xong mở camera
sunroof,win_half_lf,win_lf	đóng cửa sổ trời, mở nửa kính lái sau đó hạ kính lái
win_lf,ac_auto,defrost_rear	hạ kính lái rồi tắt điều hoà và bật sấy kính sau
temp,headl,drl	đặt nhiệt độ 24 độ tắt đèn pha rồi bật đèn ban ngày
drl,trunk,win_rf	bật đèn ban ngày sau đó mở cốp sau sau đó mở kính trước phải
drl,fan,temp	bật đèn ban ngày và giảm gió sau đó chỉnh nhiệt độ 22 độ
headl,pm25,win_rf	bật đèn pha, bật lọc không khí, hạ kiếng phải
pm25,cam,win_rr	tắt lọc bụi xong mở camera, mở kính sau phải
win_lf,headl,win_rf	mở kính trước trái tắt đèn pha rồi hạ kính phụ
win_lr,trunk,defrost	mở kính sau trái xong mở cốp, bật sấy kính trước
win_rr,win_lf,headl	mở kính sau phải mở kính trước trái rồi tắt đèn pha
win_rr,win_half_lf,cam	mở kính sau phải mở nửa kính lái mở camera
win_lf,recirc,fan	hạ kiếng trái và lấy gió trong, giảm gió
headl,pm25,win_half_lf	tắt đèn pha rồi bật lọc không khí, mở nửa kính lái
fan,headl,ac_auto	giảm gió bật đèn pha, tắt máy lạnh
sunroof,headl,win_half_lf	mở cửa sổ trời rồi bật đèn pha xong mở nửa kính lái
recirc,win_lr,readl	lấy gió trong sau đó mở kính sau trái xong tắt đèn đọc
drl,ac_auto,pm25	bật đèn ban ngày xong tắt máy lạnh và bật lọc bụi
headl,pm25,sunroof	bật đèn pha sau đó tắt lọc bụi sau đó mở nóc xe
recirc,ac_auto,pm25	chuyển gió ngoài bật điều hoà và tắt lọc bụi
cam,trunk,win_lr	bật camera 360 rồi mở cốp sau mở kính sau trái
win_half_lf,sunroof,recirc	mở nửa kính lái và mở cửa sổ trời xong chuyển gió ngoài
recirc,win_half_lf,temp	lấy gió ngoài rồi mở nửa kính lái và đặt nhiệt độ 24 độ
drl,win_half_lf,temp	bật đèn ban ngày xong mở nửa kính lái và đặt nhiệt độ 24 độ
win_lr,temp,win_lf	mở kính sau trái chỉnh nhiệt độ 22 độ hạ kiếng trái
recirc,temp,win_half_lf	lấy gió ngoài chỉnh nhiệt độ 22 độ xong mở nửa kính lái
temp,win_lr,windows_all	chỉnh nhiệt độ 22 độ mở kính sau trái xong đóng hết kính
cam,win_rf,trunk	mở camera rồi hạ kính phụ rồi mở cốp
drl,sunroof,ac_auto	bật đèn ban ngày mở nóc xe bật máy lạnh
ac_auto,windows_all,cam	bật điều hoà đóng hết kính sau đó mở camera
windows_all,win_half_lf,fan	hạ hết kính mở nửa kính lái tăng gió
win_rf,readl,sunroof	mở kính trước phải rồi tắt đèn đọc và đóng cửa sổ trời
windows_all,temp,readl	đóng hết kính, chỉnh nhiệt độ 22 độ, bật đèn trần
temp,win_lf,trunk	đặt nhiệt độ 24 độ và hạ kính trước trái đóng cốp
pm25,win_half_lf,windows_all	bật lọc không khí mở nửa kính lái xong đóng hết kính
trunk,win_lr,windows_all	mở cốp sau, mở kính sau trái và mở tất cả kính
windows_all,win_lf,win_lr	hạ hết kính, hạ kiếng trái mở kính sau trái
recirc,win_lr,ac_auto	lấy gió ngoài và mở kính sau trái xong tắt điều hoà
win_half_lf,headl,win_rf	mở nửa kính lái bật đèn pha và mở kính trước phải
readl,defrost,drl	bật đèn đọc, tắt sấy kính, bật đèn ban ngày
drl,trunk,pm25	bật đèn ban ngày xong mở cốp và bật lọc không khí
headl,recirc,defrost_rear	tắt đèn pha, chuyển gió ngoài, bật sấy kính sau
defrost_rear,defrost,cam	bật sấy kính sau bật sấy kính trước sau đó bật camera 360
win_rr,fan,sunroof	mở kính sau phải xong tăng gió xong mở cửa sổ trời
win_rr,win_lf,cam	mở kính sau phải và mở kính trước trái xong mở camera
win_rf,drl,cam	mở kính trước phải, bật đèn ban ngày sau đó bật camera 360
win_rf,defrost,win_lr	hạ kiếng phải xong tắt sấy kính mở kính sau trái
ac_auto,fan,pm25	bật điều hoà tăng gió sau đó tắt lọc bụi
readl,temp,win_rr	bật đèn đọc sau đó đặt nhiệt độ 24 độ và mở kính sau phải
windows_all,headl,defrost_rear	hạ hết kính bật đèn pha xong bật sấy kính sau
drl,headl,win_half_lf	bật đèn ban ngày và tắt đèn pha mở nửa kính lái
recirc,win_half_lf,fan	chuyển gió ngoài mở nửa kính lái sau đó giảm gió
drl,fan,win_rf	bật đèn ban ngày giảm gió xong mở kính trước phải
temp,readl,recirc	đặt nhiệt độ 24 độ, tắt đèn đọc và chuyển gió ngoài
win_lf,defrost,trunk	hạ kính trước trái xong bật sấy kính trước và mở cốp
cam,trunk,recirc	bật camera 360 mở cốp chuyển gió ngoài
win_rf,temp,defrost_rear	hạ kính phụ rồi đặt nhiệt độ 24 độ bật sấy kính sau
ac_auto,sunroof,fan	bật điều hoà xong mở cửa sổ trời giảm gió
defrost_rear,pm25,win_lr	bật sấy kính sau sau đó tắt lọc bụi và mở kính sau trái
win_half_lf,defrost_rear,win_rr	mở nửa kính lái bật sấy kính sau xong mở kính sau phải
trunk,readl,recirc	đóng cốp sau đó tắt đèn đọc lấy gió trong
win_half_lf,drl,trunk	mở nửa kính lái rồi bật đèn ban ngày rồi đóng cốp
win_rr,win_half_lf,win_lf	mở kính sau phải sau đó mở nửa kính lái và hạ kính lái
recirc,windows_all,win_lf	lấy gió ngoài xong đóng hết kính và hạ kính lái
temp,recirc,defrost_rear	chỉnh nhiệt độ 22 độ sau đó chuyển gió ngoài, bật sấy kính sau
win_half_lf,defrost_rear,recirc	mở nửa kính lái và bật sấy kính sau, lấy gió ngoài
win_lf,readl,win_rr	hạ kiếng trái bật đèn đọc và mở kính sau phải
sunroof,defrost_rear,win_half_lf	mở nóc xe rồi bật sấy kính sau xong mở nửa kính lái
ac_auto,win_rf,recirc	bật máy lạnh và hạ kiếng phải và lấy gió trong
ac_auto,recirc,win_lf	tắt máy lạnh lấy gió trong và hạ kiếng trái
ac_auto,cam,defrost	tắt máy nạnh xong mở camera, bật sấy kính trước
pm25,fan,sunroof	bật lọc không khí và tăng gió mở nóc xe
temp,win_lr,win_rf	chỉnh nhiệt độ 22 độ xong mở kính sau trái hạ kính phụ
defrost_rear,windows_all,drl	bật sấy kính sau và đóng hết kính xong bật đèn ban ngày
win_lr,defrost_rear,win_rr	mở kính sau trái xong bật sấy kính sau và mở kính sau phải
trunk,win_lr,temp	mở cốp, mở kính sau trái đặt nhiệt độ 24 độ
sunroof,win_rr,fan	mở cửa sổ trời sau đó mở kính sau phải sau đó tăng gió
readl,cam,headl	bật đèn đọc bật camera 360, bật đèn pha
readl,recirc,drl	bật đèn trần và chuyển gió ngoài rồi bật đèn ban ngày
headl,win_lf,cam	tắt đèn pha sau đó hạ kiếng trái rồi mở camera
readl,windows_all,fan	bật đèn đọc, mở tất cả kính giảm gió
defrost,readl,windows_all	bật sấy kính trước bật đèn đọc, mở tất cả kính
trunk,drl,recirc	mở cốp xong bật đèn ban ngày, lấy gió trong
win_lf,readl,cam	mở kính trước trái rồi bật đèn đọc xong bật camera 360
win_rf,trunk,windows_all	mở kính trước phải, đóng cốp xong hạ hết kính
win_lf,pm25,defrost_rear	mở kính bên lái xong bật lọc không khí bật sấy kính sau
headl,defrost_rear,win_rr	bật đèn pha rồi bật sấy kính sau mở kính sau phải
defrost_rear,win_rf,ac_auto	bật sấy kính sau rồi hạ kiếng phải rồi tắt điều hoà
fan,pm25,recirc	tăng gió bật lọc không khí lấy gió ngoài
cam,windows_all,win_lf	bật camera 360 và đóng hết kính, mở kính trước trái
win_rf,trunk,cam	mở kính trước phải xong mở cốp rồi bật camera 360
sunroof,trunk,temp	mở cửa sổ trời xong đóng cốp, chỉnh nhiệt độ 22 độ
win_lr,headl,pm25	mở kính sau trái, tắt đèn pha tắt lọc bụi
readl,pm25,cam	tắt đèn đọc, bật lọc bụi mở camera
ac_auto,headl,drl	bật máy lạnh và tắt đèn pha, bật đèn ban ngày
fan,windows_all,ac_auto	tăng gió đóng hết kính bật máy lạnh
readl,cam,windows_all	bật đèn trần và bật camera 360 và mở tất cả kính
pm25,win_half_lf,headl	tắt lọc bụi rồi mở nửa kính lái và tắt đèn pha
defrost,win_half_lf,win_lf	bật sấy kính rồi mở nửa kính lái hạ kính lái
cam,drl,readl	bật camera 360 rồi bật đèn ban ngày rồi tắt đèn đọc
recirc,win_lf,drl	chuyển gió ngoài xong mở kính bên lái, bật đèn ban ngày
headl,sunroof,drl	tắt đèn pha rồi mở nóc xe sau đó bật đèn ban ngày
win_lf,recirc,win_half_lf	hạ kính lái, lấy gió trong và mở nửa kính lái
pm25,sunroof,win_lr	bật lọc bụi xong đóng cửa sổ trời mở kính sau trái
win_rr,sunroof,windows_all	mở kính sau phải đóng cửa sổ trời và mở tất cả kính
win_rr,recirc,win_lr	mở kính sau phải lấy gió trong sau đó mở kính sau trái
sunroof,win_half_lf,fan	mở cửa sổ trời mở nửa kính lái rồi tăng gió
ac_auto,trunk,windows_all	tắt máy nạnh và mở cốp sau đóng hết kính
headl,temp,readl	tắt đèn pha và đặt nhiệt độ 24 độ sau đó bật đèn trần
ac_auto,cam,temp	tắt điều hoà sau đó mở camera và chỉnh nhiệt độ 22 độ
defrost,readl,win_lf	bật sấy kính trước sau đó tắt đèn đọc sau đó mở kính bên lái
trunk,headl,pm25	đóng cốp bật đèn pha bật lọc không khí
drl,fan,defrost_rear	bật đèn ban ngày xong tăng gió sau đó bật sấy kính sau
cam,defrost,win_rf	bật camera 360 và tắt sấy kính hạ kính phụ
sunroof,fan,drl	mở nóc xe giảm gió bật đèn ban ngày
windows_all,defrost_rear,win_rf	mở tất cả kính và bật sấy kính sau xong hạ kiếng phải
pm25,win_lf,cam	tắt lọc bụi, hạ kính trước trái xong mở camera
ac_auto,readl,fan	tắt máy nạnh, bật đèn trần rồi giảm gió
readl,trunk,recirc	tắt đèn đọc xong mở cốp sau xong lấy gió ngoài
readl,win_lr,fan	bật đèn trần sau đó mở kính sau trái và giảm gió
defrost_rear,headl,temp	bật sấy kính sau sau đó bật đèn pha rồi chỉnh nhiệt độ 22 độ
readl,headl,win_lr	tắt đèn đọc rồi tắt đèn pha và mở kính sau trái
win_rf,drl,defrost_rear	hạ kính phụ xong bật đèn ban ngày xong bật sấy kính sau
drl,win_half_lf,pm25	bật đèn ban ngày sau đó mở nửa kính lái bật lọc không khí
win_rr,headl,pm25	mở kính sau phải, bật đèn pha tắt lọc bụi
ac_auto,pm25,defrost_rear	bật điều hoà xong bật lọc không khí sau đó bật sấy kính sau
temp,win_lr,pm25	đặt nhiệt độ 24 độ, mở kính sau trái bật lọc bụi
drl,sunroof,pm25	bật đèn ban ngày đóng cửa sổ trời và bật lọc không khí
windows_all,headl,defrost_rear	hạ hết kính và tắt đèn pha và bật sấy kính sau
defrost,headl,fan	bật sấy kính trước sau đó tắt đèn pha giảm gió
cam,pm25,win_rf	bật camera 360 xong bật lọc bụi sau đó mở kính trước phải
trunk,windows_all,ac_auto	mở cốp, đóng hết kính sau đó bật điều hoà
win_half_lf,pm25,fan	mở nửa kính lái và tắt lọc bụi xong giảm gió
cam,drl,sunroof	bật camera 360, bật đèn ban ngày rồi đóng cửa sổ trời
win_rf,defrost,recirc	hạ kính phụ, tắt sấy kính, lấy gió trong
win_lf,sunroof,pm25	mở kính trước trái xong đóng cửa sổ trời tắt lọc bụi
defrost,win_rr,pm25	bật sấy kính trước sau đó mở kính sau phải xong bật lọc bụi
win_lf,windows_all,recirc	hạ kính trước trái hạ hết kính sau đó lấy gió trong
temp,pm25,win_lr	chỉnh nhiệt độ 22 độ bật lọc bụi sau đó mở kính sau trái
temp,sunroof,cam	chỉnh nhiệt độ 22 độ rồi đóng cửa sổ trời bật camera 360
defrost_rear,cam,sunroof	bật sấy kính sau, bật camera 360 và mở nóc xe
drl,windows_all,win_lr	bật đèn ban ngày đóng hết kính sau đó mở kính sau trái
win_rf,readl,cam	hạ kính phụ bật đèn trần và bật camera 360
trunk,fan,recirc	đóng cốp tăng gió, lấy gió trong
windows_all,headl,sunroof	mở tất cả kính xong bật đèn pha, mở cửa sổ trời
pm25,cam,trunk	tắt lọc bụi sau đó mở camera rồi mở cốp sau
trunk,win_lr,fan	mở cốp sau, mở kính sau trái giảm gió
win_lf,win_rf,win_half_lf	mở kính bên lái, hạ kiếng phải rồi mở nửa kính lái
win_lf,pm25,win_rf	hạ kính trước trái sau đó bật lọc không khí và hạ kiếng phải
win_rf,ac_auto,pm25	mở kính trước phải và tắt máy nạnh xong tắt lọc bụi
defrost_rear,win_lf,fan	bật sấy kính sau rồi mở kính bên lái rồi tăng gió
win_lr,win_half_lf,sunroof	mở kính sau trái mở nửa kính lái, mở cửa sổ trời
cam,win_half_lf,win_rf	bật camera 360 xong mở nửa kính lái mở kính trước phải
windows_all,cam,ac_auto	đóng hết kính bật camera 360 và bật máy lạnh
win_lf,temp,ac_auto	hạ kính trước trái sau đó chỉnh nhiệt độ 22 độ và bật điều hoà
windows_all,defrost,headl	mở tất cả kính bật sấy kính trước và tắt đèn pha
sunroof,win_lf,defrost	đóng cửa sổ trời, hạ kính lái xong bật sấy kính trước
defrost,pm25,recirc	bật sấy kính và tắt lọc bụi, lấy gió ngoài
headl,windows_all,defrost_rear	tắt đèn pha xong đóng hết kính xong bật sấy kính sau
sunroof,readl,ac_auto	mở cửa sổ trời, bật đèn trần, tắt máy lạnh
win_lf,win_lr,readl	hạ kiếng trái mở kính sau trái, tắt đèn đọc
drl,windows_all,fan	bật đèn ban ngày mở tất cả kính xong tăng gió
temp,readl,defrost_rear	đặt nhiệt độ 24 độ sau đó bật đèn đọc rồi bật sấy kính sau
defrost,defrost_rear,drl	bật sấy kính sau đó bật sấy kính sau rồi bật đèn ban ngày
win_lr,drl,win_rr	mở kính sau trái và bật đèn ban ngày và mở kính sau phải
ac_auto,drl,recirc	tắt máy lạnh rồi bật đèn ban ngày sau đó chuyển gió ngoài
win_rf,ac_auto,temp	hạ kính phụ rồi tắt máy nạnh, chỉnh nhiệt độ 22 độ
defrost,win_half_lf,readl	tắt sấy kính xong mở nửa kính lái rồi bật đèn trần
temp,cam,drl	đặt nhiệt độ 24 độ sau đó mở camera rồi bật đèn ban ngày
win_rf,win_half_lf,win_lr	hạ kính phụ xong mở nửa kính lái xong mở kính sau trái
windows_all,defrost_rear,ac_auto	mở tất cả kính xong bật sấy kính sau và tắt điều hoà
readl,cam,temp	tắt đèn đọc sau đó mở camera rồi chỉnh nhiệt độ 22 độ
headl,ac_auto,defrost_rear	bật đèn pha tắt máy lạnh sau đó bật sấy kính sau
cam,defrost,ac_auto	mở camera bật sấy kính trước tắt máy nạnh
ac_auto,windows_all,win_lr	tắt máy lạnh, hạ hết kính và mở kính sau trái
win_rr,windows_all,fan	mở kính sau phải rồi hạ hết kính tăng gió
trunk,win_rf,defrost	mở cốp sau sau đó mở kính trước phải tắt sấy kính
defrost,readl,trunk	bật sấy kính trước bật đèn trần rồi mở cốp sau
drl,win_half_lf,defrost_rear	bật đèn ban ngày mở nửa kính lái sau đó bật sấy kính sau
drl,readl,temp	bật đèn ban ngày bật đèn trần đặt nhiệt độ 24 độ
win_half_lf,win_rf,readl	mở nửa kính lái, hạ kính phụ bật đèn đọc
recirc,sunroof,win_rr	lấy gió trong sau đó mở cửa sổ trời và mở kính sau phải
win_rf,cam,headl	hạ kiếng phải mở camera và bật đèn pha
temp,cam,win_rf	chỉnh nhiệt độ 22 độ sau đó bật camera 360 rồi hạ kiếng phải
win_rr,drl,readl	mở kính sau phải và bật đèn ban ngày xong tắt đèn đọc
temp,trunk,pm25	chỉnh nhiệt độ 22 độ đóng cốp bật lọc không khí
drl,ac_auto,headl	bật đèn ban ngày xong tắt máy nạnh xong tắt đèn pha
sunroof,headl,win_half_lf	mở nóc xe sau đó tắt đèn pha mở nửa kính lái
ac_auto,sunroof,win_rf	tắt máy lạnh và mở nóc xe hạ kiếng phải
pm25,sunroof,defrost	bật lọc không khí và mở cửa sổ trời tắt sấy kính
sunroof,windows_all,fan	mở cửa sổ trời xong đóng hết kính, tăng gió
win_rf,win_lf,sunroof	mở kính trước phải, mở kính trước trái sau đó đóng cửa sổ trời
fan,temp,win_lf	tăng gió đặt nhiệt độ 24 độ xong mở kính trước trái
win_half_lf,sunroof,windows_all	mở nửa kính lái và mở nóc xe hạ hết kính
cam,win_half_lf,win_rr	mở camera rồi mở nửa kính lái và mở kính sau phải
defrost_rear,recirc,cam	bật sấy kính sau xong lấy gió trong, mở camera
headl,sunroof,pm25	tắt đèn pha đóng cửa sổ trời rồi tắt lọc bụi
recirc,headl,cam	lấy gió ngoài tắt đèn pha và bật camera 360
windows_all,drl,temp	đóng hết kính, bật đèn ban ngày sau đó đặt nhiệt độ 24 độ
windows_all,ac_auto,win_lf	hạ hết kính, tắt điều hoà mở kính trước trái
headl,trunk,cam	bật đèn pha và mở cốp sau và bật camera 360
ac_auto,fan,win_lf	bật máy lạnh rồi tăng gió, hạ kính lái
pm25,win_rr,readl	bật lọc bụi và mở kính sau phải tắt đèn đọc
headl,trunk,windows_all	bật đèn pha rồi mở cốp sau sau đó đóng hết kính
defrost_rear,win_rr,windows_all	bật sấy kính sau xong mở kính sau phải, hạ hết kính
temp,win_lf,ac_auto	đặt nhiệt độ 24 độ sau đó mở kính trước trái sau đó bật máy lạnh
win_half_lf,win_lr,readl	mở nửa kính lái, mở kính sau trái bật đèn trần
drl,trunk,sunroof	bật đèn ban ngày xong mở cốp sau đóng cửa sổ trời
win_rf,defrost,fan	hạ kính phụ bật sấy kính trước xong giảm gió
win_lr,fan,windows_all	mở kính sau trái xong giảm gió sau đó mở tất cả kính
pm25,windows_all,win_lf	bật lọc không khí đóng hết kính và mở kính trước trái
sunroof,trunk,recirc	mở cửa sổ trời và mở cốp sau đó lấy gió ngoài
defrost,sunroof,headl	bật sấy kính xong đóng cửa sổ trời, tắt đèn pha
windows_all,fan,win_lf	mở tất cả kính, tăng gió rồi hạ kính lái
pm25,win_lr,win_lf	bật lọc không khí rồi mở kính sau trái mở kính trước trái
windows_all,readl,fan	hạ hết kính và tắt đèn đọc, tăng gió
fan,defrost_rear,headl,win_lr	tăng gió bật sấy kính sau rồi bật đèn pha và mở kính sau trái
win_rr,cam,temp,ac_auto	mở kính sau phải rồi mở camera xong chỉnh nhiệt độ 22 độ bật máy lạnh
readl,windows_all,defrost_rear,fan	tắt đèn đọc mở tất cả kính bật sấy kính sau, tăng gió
fan,windows_all,drl,recirc	tăng gió, mở tất cả kính và bật đèn ban ngày lấy gió ngoài
defrost,cam,defrost_rear,win_lr	tắt sấy kính bật camera 360 sau đó bật sấy kính sau xong mở kính sau trái
sunroof,temp,cam,fan	đóng cửa sổ trời rồi chỉnh nhiệt độ 22 độ xong mở camera tăng gió
win_half_lf,recirc,win_lf,pm25	mở nửa kính lái xong chuyển gió ngoài xong mở kính trước trái rồi bật lọc không khí
defrost,fan,defrost_rear,trunk	bật sấy kính xong giảm gió xong bật sấy kính sau sau đó mở cốp
sunroof,win_lf,recirc,pm25	mở nóc xe, hạ kính lái lấy gió ngoài xong bật lọc không khí
drl,trunk,win_lr,sunroof	bật đèn ban ngày mở cốp sau, mở kính sau trái rồi mở nóc xe
trunk,headl,pm25,win_rr	đóng cốp rồi tắt đèn pha bật lọc bụi sau đó mở kính sau phải
cam,defrost,drl,defrost_rear	mở camera sau đó bật sấy kính trước và bật đèn ban ngày sau đó bật sấy kính sau
win_lr,defrost,headl,pm25	mở kính sau trái, bật sấy kính trước bật đèn pha, bật lọc bụi
recirc,pm25,readl,windows_all	lấy gió ngoài bật lọc không khí và bật đèn trần, hạ hết kính
trunk,readl,pm25,win_rf	mở cốp sau sau đó bật đèn đọc bật lọc không khí sau đó hạ kiếng phải
windows_all,fan,win_rf,drl	đóng hết kính rồi tăng gió rồi mở kính trước phải xong bật đèn ban ngày
recirc,windows_all,cam,win_half_lf	lấy gió trong hạ hết kính, bật camera 360 rồi mở nửa kính lái
fan,pm25,win_lf,readl	giảm gió bật lọc bụi sau đó mở kính trước trái xong bật đèn đọc
drl,win_lf,fan,win_rr	bật đèn ban ngày hạ kính trước trái rồi giảm gió rồi mở kính sau phải
trunk,defrost,fan,windows_all	mở cốp sau và bật sấy kính trước xong giảm gió xong đóng hết kính
windows_all,defrost_rear,defrost,ac_auto	mở tất cả kính bật sấy kính sau sau đó bật sấy kính bật điều hoà
cam,temp,readl,sunroof	mở camera, đặt nhiệt độ 24 độ rồi bật đèn trần rồi mở cửa sổ trời
defrost,win_rf,win_lf,headl	tắt sấy kính hạ kính phụ rồi mở kính bên lái và tắt đèn pha
sunroof,recirc,readl,headl	mở cửa sổ trời lấy gió trong sau đó tắt đèn đọc xong bật đèn pha
win_rf,win_lr,recirc,win_lf	hạ kiếng phải mở kính sau trái và lấy gió ngoài và mở kính trước trái
temp,windows_all,defrost,win_rr	đặt nhiệt độ 24 độ đóng hết kính xong bật sấy kính, mở kính sau phải
temp,drl,readl,win_rr	chỉnh nhiệt độ 22 độ rồi bật đèn ban ngày sau đó tắt đèn đọc và mở kính sau phải
sunroof,recirc,ac_auto,win_rf	mở nóc xe và lấy gió ngoài rồi bật điều hoà sau đó hạ kính phụ
cam,defrost,trunk,headl	bật camera 360 sau đó bật sấy kính, đóng cốp xong bật đèn pha
trunk,win_lf,recirc,cam	mở cốp hạ kính trước trái sau đó lấy gió trong xong bật camera 360
cam,defrost_rear,windows_all,win_rf	bật camera 360 xong bật sấy kính sau và mở tất cả kính rồi hạ kiếng phải
win_rr,headl,temp,win_lr	mở kính sau phải xong bật đèn pha và chỉnh nhiệt độ 22 độ, mở kính sau trái
cam,headl,windows_all,fan	mở camera sau đó bật đèn pha và mở tất cả kính và tăng gió
fan,sunroof,readl,temp	tăng gió và mở cửa sổ trời và bật đèn trần đặt nhiệt độ 24 độ
cam,win_lr,sunroof,trunk	bật camera 360 và mở kính sau trái rồi mở cửa sổ trời và mở cốp sau
win_rf,defrost_rear,cam,win_lf	mở kính trước phải rồi bật sấy kính sau bật camera 360 và hạ kiếng trái
readl,defrost_rear,ac_auto,recirc	bật đèn đọc rồi bật sấy kính sau và tắt máy nạnh, lấy gió ngoài
win_rf,defrost_rear,headl,windows_all	hạ kiếng phải và bật sấy kính sau bật đèn pha xong mở tất cả kính
trunk,recirc,cam,win_rr	mở cốp sau đó lấy gió ngoài mở camera xong mở kính sau phải
win_rf,win_lr,pm25,win_half_lf	mở kính trước phải, mở kính sau trái bật lọc không khí sau đó mở nửa kính lái
trunk,win_rr,win_half_lf,drl	đóng cốp mở kính sau phải mở nửa kính lái xong bật đèn ban ngày
ac_auto,fan,win_rr,win_rf	bật điều hoà rồi giảm gió mở kính sau phải sau đó hạ kiếng phải
readl,cam,drl,pm25	bật đèn trần bật camera 360 xong bật đèn ban ngày, bật lọc không khí
drl,win_rr,win_lf,recirc	bật đèn ban ngày rồi mở kính sau phải sau đó hạ kiếng trái lấy gió ngoài
cam,fan,win_rf,win_lr	bật camera 360 xong tăng gió hạ kiếng phải rồi mở kính sau trái
trunk,recirc,sunroof,cam	mở cốp sau, lấy gió ngoài và mở nóc xe bật camera 360
windows_all,win_half_lf,readl,trunk	mở tất cả kính mở nửa kính lái và bật đèn trần và mở cốp
windows_all,recirc,trunk,defrost_rear	đóng hết kính và lấy gió ngoài mở cốp sau sau đó bật sấy kính sau
win_rr,trunk,drl,pm25	mở kính sau phải rồi mở cốp sau đó bật đèn ban ngày bật lọc bụi
defrost_rear,win_rr,ac_auto,pm25	bật sấy kính sau, mở kính sau phải rồi tắt máy nạnh, tắt lọc bụi
pm25,drl,windows_all,win_lf	bật lọc không khí xong bật đèn ban ngày, đóng hết kính xong hạ kiếng trái
defrost,defrost_rear,trunk,win_lr	bật sấy kính trước bật sấy kính sau rồi đóng cốp, mở kính sau trái
trunk,win_rf,temp,recirc	mở cốp sau đó mở kính trước phải rồi đặt nhiệt độ 24 độ xong lấy gió ngoài
defrost_rear,win_half_lf,fan,win_rr	bật sấy kính sau, mở nửa kính lái và tăng gió, mở kính sau phải
defrost_rear,temp,win_rf,ac_auto	bật sấy kính sau chỉnh nhiệt độ 22 độ rồi mở kính trước phải rồi bật điều hoà
cam,fan,win_lf,temp	mở camera, giảm gió và mở kính trước trái và chỉnh nhiệt độ 22 độ
drl,win_half_lf,defrost_rear,cam	bật đèn ban ngày mở nửa kính lái và bật sấy kính sau và bật camera 360
fan,recirc,defrost,win_half_lf	tăng gió, chuyển gió ngoài bật sấy kính xong mở nửa kính lái
pm25,defrost_rear,win_lf,win_half_lf	bật lọc không khí bật sấy kính sau sau đó mở kính bên lái, mở nửa kính lái
win_half_lf,win_lf,defrost,recirc	mở nửa kính lái hạ kính lái rồi bật sấy kính trước rồi lấy gió trong
recirc,win_rr,headl,cam	lấy gió trong rồi mở kính sau phải rồi tắt đèn pha sau đó bật camera 360
recirc,win_rf,win_lr,win_lf	lấy gió ngoài, mở kính trước phải mở kính sau trái, hạ kiếng trái
defrost,fan,ac_auto,win_lr	bật sấy kính trước xong giảm gió bật máy lạnh sau đó mở kính sau trái
defrost,defrost_rear,sunroof,readl	bật sấy kính bật sấy kính sau rồi đóng cửa sổ trời rồi bật đèn đọc
windows_all,win_lf,win_rf,defrost	hạ hết kính và hạ kính trước trái xong hạ kiếng phải, tắt sấy kính
win_half_lf,fan,win_lr,win_rr	mở nửa kính lái tăng gió mở kính sau trái sau đó mở kính sau phải
